18	10	18	8	1	10	14	2	14	32	4	7	34	16	0	21	9	22	35	24	13	20	5	17	12	28	30	29	27	25	33	3	31	26	23	5	
32	31	17	15	28	19	21	26	8	23	5	16	11	13	34	24	1	2	10	11	35	3	9	30	26	7	33	29	0	25	6	4	17	22	20	14	
4	3	11	25	34	19	35	7	0	5	1	2	21	16	29	18	31	33	22	28	11	27	17	13	6	24	19	30	14	7	10	32	15	26	9	23	
11	7	35	16	18	2	25	3	26	10	20	17	4	9	6	19	30	22	0	1	15	28	32	31	33	5	24	21	34	29	13	7	14	12	22	27	
14	9	24	4	18	13	27	26	35	30	12	29	23	21	1	6	11	33	3	16	8	20	2	7	25	10	28	0	19	15	31	5	34	31	22	17	
23	16	20	23	22	10	19	21	2	32	35	13	30	3	6	14	0	12	4	28	33	34	30	28	16	4	9	14	1	8	11	27	26	7	18	25	
28	17	23	30	12	21	24	18	31	27	3	35	15	10	0	8	20	9	13	4	16	33	28	18	1	14	22	5	25	7	34	6	32	26	2	11	
7	21	28	30	13	32	3	24	14	8	0	27	23	12	29	31	1	25	17	6	9	2	20	34	18	15	4	11	33	16	26	5	35	19	10	22	
25	23	7	4	1	9	0	24	26	6	28	2	29	17	8	12	19	35	10	5	16	20	21	21	3	15	27	14	32	10	34	18	31	13	30	32	
19	27	25	15	33	15	18	35	31	33	17	26	30	24	1	11	9	22	4	20	7	3	2	10	12	31	0	13	14	29	8	5	23	6	21	27	
24	3	1	30	13	23	28	6	8	29	26	26	24	31	21	0	34	22	14	19	18	16	31	2	9	12	10	3	17	33	7	11	5	19	35	15	
31	30	21	6	18	7	3	12	9	16	23	11	2	35	29	22	14	18	26	24	28	32	0	12	34	10	20	0	27	17	15	33	25	5	4	7	
27	11	0	12	35	24	28	2	33	22	25	15	8	15	13	10	20	23	26	17	4	14	30	5	9	21	3	1	6	7	17	34	32	29	19	31	
29	17	10	27	6	33	18	24	25	32	13	16	22	4	10	33	28	1	5	14	33	9	21	6	26	8	15	23	12	0	20	3	19	30	1	31	
2	15	16	26	25	31	10	21	7	20	19	1	35	0	17	34	12	5	3	5	18	24	30	33	26	22	8	13	23	14	11	28	4	9	29	32	
4	9	26	21	3	15	28	1	16	19	11	32	32	23	12	20	13	18	24	14	6	8	35	5	25	22	7	32	29	0	2	10	17	29	31	27	
23	26	32	11	20	16	17	19	2	30	11	21	13	0	35	25	6	4	33	10	28	2	5	34	14	22	8	1	24	15	31	9	17	28	27	6	
20	11	27	23	6	9	16	28	21	26	19	1	32	24	12	35	30	29	34	7	13	17	8	9	5	15	22	31	18	14	4	0	33	3	25	2	
15	6	1	30	27	20	32	33	11	19	31	12	14	5	24	22	26	7	29	10	21	23	35	0	12	3	2	8	16	34	17	25	4	18	28	8	
35	34	2	14	15	4	25	26	18	11	17	20	16	22	28	5	7	32	8	29	1	9	31	23	6	10	21	19	30	13	27	33	23	0	12	3	
12	7	0	0	21	15	34	8	3	18	17	21	29	2	11	31	8	4	25	33	30	5	20	28	26	15	27	18	32	10	23	6	23	35	14	13	
25	14	1	30	6	21	25	31	33	0	31	9	18	19	12	16	29	1	9	23	20	5	11	15	16	4	22	13	35	8	3	23	28	6	27	34	
35	11	23	28	20	30	5	6	7	14	27	7	17	4	0	7	10	15	24	3	18	19	12	26	0	15	22	25	31	13	33	28	2	32	21	34	
25	8	12	6	34	14	24	15	32	28	3	11	16	3	17	5	23	10	8	1	0	33	27	30	13	35	22	21	31	19	18	20	29	7	2	26	
25	25	17	20	30	28	13	15	32	27	24	19	4	1	32	7	11	23	12	18	34	10	16	28	3	4	22	31	14	2	35	9	8	20	4	0	
15	8	25	28	6	28	25	14	0	22	35	7	22	4	1	18	17	13	10	24	33	9	32	5	11	3	16	20	30	25	33	19	2	31	21	11	
22	15	14	30	33	13	16	24	23	17	19	12	10	11	6	1	26	35	20	8	2	3	0	5	28	31	34	3	27	24	29	21	32	7	18	9	
10	27	1	5	13	15	19	18	21	28	33	9	26	12	24	2	16	25	5	17	34	3	31	20	29	23	7	0	30	32	4	14	35	8	21	11	
31	26	12	21	17	8	5	19	28	3	23	18	6	1	35	2	11	33	30	13	25	10	15	29	16	24	8	14	3	7	0	33	32	22	27	20	
31	35	34	25	2	29	4	8	1	17	13	22	10	12	33	3	27	21	32	5	16	14	30	19	26	0	15	27	23	7	9	24	5	18	11	20	
9	18	21	10	30	4	30	1	22	0	13	11	14	17	26	24	28	24	12	23	27	34	15	19	2	33	5	16	7	20	35	32	6	29	8	2	
4	9	21	29	20	2	15	1	22	17	3	26	8	19	27	11	18	7	32	31	5	6	14	28	30	12	23	0	10	33	12	25	16	33	24	35	
9	1	10	0	28	12	25	34	30	14	13	18	27	7	15	29	20	35	25	21	16	11	22	33	6	7	19	32	5	4	31	23	17	2	24	3	
21	11	8	17	34	27	33	24	6	19	22	26	15	5	9	1	13	2	35	31	19	17	25	32	30	28	13	7	29	0	22	10	16	4	3	11	
33	1	2	16	29	31	7	13	3	26	17	28	0	24	26	22	5	19	18	34	10	5	21	12	8	14	32	30	19	35	15	23	11	25	9	4	
21	15	22	31	10	11	23	19	32	16	11	9	1	27	17	17	30	35	2	8	20	33	4	6	5	23	0	25	14	7	29	3	28	26	34	11	
12	32	30	8	14	5	27	23	2	7	35	6	18	0	17	31	10	28	15	21	19	15	0	32	22	4	34	13	29	9	24	11	3	26	19	25	
26	34	2	33	10	0	35	20	11	18	25	15	9	31	28	16	7	5	23	29	7	22	12	6	27	3	13	0	23	32	19	17	4	29	14	21	
30	18	5	16	7	29	31	14	33	34	4	1	0	27	2	14	24	19	28	11	21	12	25	13	20	16	31	23	8	9	2	10	35	22	26	6	
17	19	17	14	16	34	27	26	24	31	2	7	11	3	30	29	15	23	5	6	1	9	0	8	20	12	21	28	32	10	35	13	33	25	4	22	
32	33	13	30	31	27	11	3	7	4	8	34	0	24	4	2	35	6	15	27	20	9	22	25	23	27	14	26	19	21	16	17	18	1	10	12	
8	33	31	17	7	10	14	18	1	21	25	0	2	13	4	24	28	29	12	22	20	2	14	11	25	6	5	8	19	27	32	30	23	34	16	35	
8	1	12	13	19	10	26	32	24	29	16	11	28	4	0	17	6	21	31	2	27	7	15	14	5	19	8	25	18	32	34	3	34	23	21	30	
2	10	28	35	12	17	19	8	1	33	32	11	14	3	13	15	6	4	5	23	0	20	25	15	30	24	34	29	9	18	26	21	7	27	21	31	
17	13	18	25	11	13	9	4	23	28	26	35	3	5	33	12	0	21	32	31	16	6	27	1	1	24	34	15	20	21	19	7	10	8	30	29	
13	0	24	4	34	22	11	7	2	8	16	3	32	19	6	15	26	33	23	29	28	21	12	10	18	5	20	31	9	17	29	1	26	34	14	24	
29	34	11	4	13	35	10	21	33	15	7	0	28	1	5	19	2	20	8	23	3	8	17	22	32	27	30	26	24	16	31	14	24	12	17	6	
20	3	1	14	30	12	15	24	26	22	17	27	17	31	11	28	5	8	12	0	34	19	32	25	2	34	9	33	23	7	4	6	21	9	29	15	
27	20	1	18	13	26	8	28	25	32	30	29	7	24	3	6	11	11	2	23	19	16	21	5	34	31	21	17	10	15	35	4	0	9	32	14	
11	18	20	4	16	19	8	22	10	21	0	23	35	14	9	27	5	32	34	3	0	25	31	12	6	30	28	7	13	24	33	26	15	17	2	29	
2	10	23	16	31	33	4	0	12	25	28	14	18	33	27	20	22	19	3	1	21	32	15	7	30	13	6	8	29	9	11	5	17	35	26	24	
28	5	32	14	27	33	2	21	29	0	15	26	22	19	3	17	25	18	35	22	31	10	4	33	16	13	9	12	19	5	30	24	11	5	8	0	
1	7	18	8	14	1	0	6	22	5	29	23	33	28	11	30	12	21	4	26	3	15	10	32	20	13	19	31	16	25	35	24	9	17	34	26	
0	8	6	33	26	13	27	23	18	7	30	31	34	5	32	11	28	9	10	14	1	35	12	25	2	19	22	19	16	21	24	17	3	4	15	29	
20	4	24	9	15	26	14	23	30	12	34	21	31	17	33	32	16	18	29	28	1	13	19	21	5	3	7	11	7	27	9	35	0	2	6	25	
23	29	5	16	2	10	6	4	26	3	7	14	31	0	1	33	20	28	22	26	34	30	7	11	15	17	9	24	32	25	12	21	18	18	12	35	
30	20	8	31	1	21	6	28	29	23	34	25	10	19	15	5	13	0	31	3	27	12	33	24	11	18	4	35	7	21	2	14	15	26	9	17	
22	24	20	15	8	28	12	33	11	30	16	4	5	12	17	31	29	27	22	9	7	3	18	21	35	32	1	14	26	25	6	19	10	0	2	33	
29	26	6	14	33	24	31	5	11	13	4	18	12	35	31	27	3	25	19	9	1	0	2	34	21	7	15	10	16	30	17	23	21	28	8	20	
31	19	32	13	12	8	35	29	18	1	33	20	2	27	5	7	28	10	16	25	30	0	15	17	2	9	2	34	14	24	22	5	11	23	26	21	
7	27	25	23	5	19	16	11	12	28	31	14	2	8	15	6	10	35	22	17	13	3	26	29	4	21	0	23	20	31	18	33	34	9	30	1	
35	12	16	23	14	21	8	30	34	29	4	19	0	2	10	14	6	7	18	20	3	22	9	25	28	33	31	32	17	24	1	26	10	27	13	5	
16	33	3	25	35	15	9	12	18	27	34	31	4	23	22	7	10	2	6	13	11	1	5	28	0	16	28	20	8	21	25	30	14	32	19	24	
10	22	30	25	19	27	29	31	14	8	5	27	11	15	6	20	17	16	18	23	0	7	2	4	25	34	9	13	32	24	33	3	21	34	1	12	
26	31	0	9	15	14	11	33	34	18	22	19	4	1	7	5	20	16	23	13	12	2	32	17	29	28	27	20	34	29	3	24	24	9	6	8	
26	17	4	25	7	24	14	16	30	21	29	19	10	23	3	26	30	33	17	34	35	6	20	32	2	22	28	0	9	11	8	13	1	15	5	12	
15	31	1	12	28	6	3	14	34	16	17	30	25	0	29	34	10	24	3	13	26	9	22	8	20	33	23	32	21	5	18	2	11	19	27	7	
1	10	30	0	35	19	9	27	22	15	34	28	2	8	21	2	26	7	17	25	16	5	24	12	23	4	18	29	33	20	6	11	31	12	14	31	
26	18	34	10	4	32	13	8	14	27	18	1	6	32	23	20	12	16	31	30	28	17	25	35	7	2	11	5	15	29	0	3	22	9	21	24	
7	4	6	25	33	22	27	8	30	23	28	35	11	31	2	1	16	28	9	24	3	14	0	12	10	4	26	32	17	15	13	34	19	17	20	21	
10	17	27	3	10	26	2	22	18	12	30	9	1	4	31	12	19	33	34	0	8	31	28	24	15	16	21	5	7	14	34	19	29	25	23	6	
20	29	34	11	5	27	19	14	4	15	28	17	23	25	31	32	22	33	30	6	10	21	12	16	0	17	3	1	9	34	13	8	2	23	25	7	
28	25	6	35	19	0	33	9	2	31	18	1	27	22	11	8	12	5	4	23	26	16	3	15	24	29	29	32	20	34	7	14	21	10	13	17	
20	10	32	24	17	17	1	7	5	15	27	30	28	33	29	21	23	34	9	13	26	16	6	13	12	25	3	8	11	19	31	0	4	2	35	22	
30	0	7	9	25	1	3	18	6	35	5	32	4	29	20	33	10	2	22	24	31	28	11	7	12	15	16	25	17	27	14	13	34	21	19	23	
22	34	8	2	33	21	7	0	14	24	10	23	28	31	19	32	20	1	4	3	15	29	25	8	18	5	17	15	35	11	13	27	6	25	30	11	
8	35	12	34	31	23	27	33	14	15	26	7	16	1	18	0	29	8	4	17	22	30	6	28	3	19	20	13	10	11	24	32	21	5	2	25	
3	30	21	32	15	22	5	6	26	26	17	29	12	31	16	9	28	34	1	2	25	24	20	11	14	19	8	6	0	18	35	10	22	33	4	13	
24	25	21	14	27	5	11	0	35	33	20	1	31	26	16	32	22	5	9	8	34	29	18	4	12	28	13	2	23	30	15	19	16	10	7	3	
6	22	5	16	20	29	28	24	23	3	21	16	16	0	27	14	31	11	30	1	8	10	12	4	1	34	26	31	7	33	35	24	19	13	15	9	
23	14	16	9	29	10	4	17	19	5	6	13	30	1	28	8	25	11	22	34	21	24	2	32	26	7	31	11	27	20	0	15	3	18	35	33	
35	4	19	16	9	27	2	12	5	32	22	29	7	17	1	34	3	6	31	30	14	24	15	8	17	23	19	26	11	28	24	10	33	19	0	13	
18	0	30	22	33	27	15	13	4	17	10	6	21	2	11	6	2	34	16	32	23	12	25	5	1	14	19	9	35	20	26	29	31	24	8	28	
8	31	8	24	11	19	35	1	29	10	7	4	16	30	34	6	13	23	12	26	5	0	33	18	21	27	2	20	14	22	3	28	16	25	14	32	
7	19	1	8	25	21	15	9	12	11	18	35	2	30	24	20	31	16	32	21	5	6	0	27	25	13	29	10	3	14	4	17	32	23	28	32	
5	10	13	27	30	3	24	11	6	12	29	8	0	25	28	16	9	1	18	35	23	14	19	30	34	2	19	7	22	15	4	25	30	21	17	33	
25	16	8	30	27	13	0	35	11	1	19	18	15	34	24	33	22	10	2	27	21	23	32	5	9	6	4	3	29	31	13	17	12	26	20	7	
33	25	4	2	26	32	29	7	0	24	3	18	4	13	15	21	8	11	28	14	16	29	27	17	19	35	6	1	22	20	9	31	12	23	34	10	
14	0	15	15	21	33	10	32	17	27	25	28	11	23	7	2	29	34	18	12	5	24	25	30	19	1	20	6	21	31	13	8	4	9	35	3	
13	7	33	34	9	34	0	22	27	5	28	17	15	19	2	21	18	30	26	2	4	11	12	32	16	1	14	20	23	24	25	10	31	29	7	6	
4	10	5	28	26	30	13	15	22	17	12	8	25	0	20	35	18	9	7	1	21	28	31	11	16	27	19	24	34	6	33	1	23	3	32	14	
6	21	4	2	12	18	13	0	20	8	9	14	18	29	15	3	17	22	32	6	25	24	35	22	30	1	28	26	4	33	11	26	10	16	30	34	
31	8	26	19	23	7	34	2	28	16	14	9	1	3	24	30	33	17	12	18	21	6	12	35	4	22	29	20	0	25	11	32	4	10	14	27	
14	21	4	10	5	17	23	8	28	12	34	25	7	19	19	33	0	31	9	6	15	35	24	25	30	11	22	2	18	13	27	1	32	29	15	3	
22	5	8	16	30	23	19	6	12	10	9	13	20	21	33	4	35	18	7	29	2	3	33	25	14	24	27	26	32	15	1	17	31	28	11	0	
28	14	15	11	7	1	6	33	25	4	10	21	1	18	17	8	31	24	0	20	25	3	22	19	23	29	16	30	34	9	32	27	35	13	11	5	
11	20	0	10	24	11	9	27	1	33	5	34	31	6	30	21	14	15	13	8	22	35	2	18	19	4	15	15	29	3	25	7	25	28	32	23	
6	3	25	21	12	31	27	0	6	20	28	30	9	2	5	32	15	10	26	34	17	14	18	8	22	15	29	19	1	23	13	24	35	33	11	3	
30	3	8	9	19	4	32	0	14	2	30	28	18	24	34	7	35	21	22	26	33	17	5	11	10	25	1	6	15	16	12	20	22	27	28	13	
33	29	19	17	3	13	19	30	8	18	2	6	34	27	4	9	11	22	28	23	5	34	32	31	24	11	21	6	0	15	25	10	13	1	25	16	
20	0	16	28	26	20	5	31	19	15	11	35	32	2	16	3	1	25	9	23	30	26	33	7	33	20	10	18	29	8	4	13	14	23	12	6	
7	19	12	22	33	23	21	6	26	14	17	0	34	25	29	4	15	28	18	20	15	2	3	9	10	8	30	24	27	10	1	5	32	13	35	31	
34	18	35	31	5	12	32	11	3	23	25	24	26	6	8	2	14	9	16	22	28	10	17	14	29	20	20	26	4	18	30	0	13	0	7	33	
22	14	21	34	12	11	33	3	28	4	7	9	30	0	8	23	24	31	2	18	26	35	18	32	29	13	5	20	17	27	24	10	1	6	16	15	
32	11	19	33	24	1	7	14	6	19	1	35	27	9	30	23	22	5	16	27	25	34	12	8	26	3	29	31	17	4	15	21	17	0	9	12	
11	35	5	26	22	17	33	19	2	24	3	25	7	30	23	1	28	0	14	14	12	4	16	7	20	32	29	10	9	6	27	21	13	31	17	34	
6	8	21	11	4	24	5	13	26	31	14	16	0	32	1	22	2	17	29	23	15	28	35	20	3	34	11	18	29	27	25	8	7	8	33	18	
