27.125	8
27.475	18
27.525	28
27.55	38
27.65	68
27.675	88
27.725	28
27.775	18
27.775	78
27.9	88
27.9	98
27.925	8
28	28
28.275	38
28.275	68
28.525	48
28.55	38
28.625	38
28.65	58
28.7	68
28.725	58
28.85	48
38.375	38
38.6	38
38.7	68
38.85	58
39.025	38
39.125	28
39.225	28
39.225	48
39.275	18
39.3	28
39.7	58
40.35	28
40.4	48
40.425	18
40.675	48
40.95	68
41.225	48
41.5	58
41.6	18
42.95	98
49.125	8
49.2	38
49.275	18
49.35	98
49.375	58
49.525	58
49.6	78
49.675	78
49.7	48
49.75	18
49.95	68
50.175	78
50.25	28
50.925	78
53.7	18
53.75	8
54.1	48
54.25	48
55.675	8
58.625	18
59.05	68
59.1	18
59.475	28
59.675	48
59.775	58
60.3	28
65.775	28
65.95	28
66.55	18
66.875	48
66.925	48
66.925	58
67.15	68
67.25	48
67.275	8
68.125	48
68.25	8
68.725	58
68.775	8
68.975	8
69.1	58
70.025	68
70.1	68
70.725	78
71.1	28
72.5	28
74.375	58
74.85	38
74.875	58
74.975	58
75.95	38
76.775	8
76.825	8
76.9	8
77.55	38
77.7	38
77.775	8
78.375	38
78.525	38
80.65	8
81.025	38
81.225	18
81.475	28
81.5	78
81.625	28
81.95	18
82.375	68
82.65	38
82.775	68
83.85	78
84.325	28
85.825	78
88.125	38
88.4	68
88.55	58
88.6	38
88.625	28
89.275	38
89.425	68
89.75	18
89.85	8
94.5	28
94.725	58
94.9	78
95.175	18
95.825	68
95.925	58
96.775	8
98.525	78
98.775	18
99.2	28
99.6	78
100.3	8
101.125	78
101.425	68
102.15	8
102.325	58
102.375	58
102.525	58
103.5	78
105.5	28
106.075	28
107.05	28
107.375	58
107.475	38
107.65	78
108.15	78
108.475	28
109.65	8
109.775	68
109.85	68
110	8
113.725	38
113.775	78
114.05	58
114.075	18
114.3	28
114.3	68
114.325	18
114.8	38
115.1	78
117.95	28
119.05	8
119.1	68
119.2	68
119.55	8
120.025	58
120.275	78
120.75	78
120.975	88
121.8	18
121.9	8
121.9	18
125.55	58
126.2	38
126.225	78
126.325	38
127.275	68
127.4	68
127.7	68
127.8	68
128.35	18
128.4	18
128.45	8
129	48
129.3	78
129.5	48
131.775	68
132.225	68
134.375	8
134.75	28
135.225	68
135.25	78
135.8	88
136.65	38
136.725	38
144.775	8
145.15	68
145.2	68
145.225	18
145.375	38
145.45	48
145.55	58
145.6	68
145.625	18
145.65	28
145.775	28
145.9	78
146.625	18
146.925	78
147.1	28
152.475	88
152.825	28
152.925	28
153.1	18
153.325	28
153.65	38
154.075	28
154.3	48
154.575	38
154.85	78
155.325	48
156.275	18
158.875	38
159	28
159.125	38
159.75	38
160.025	38
161.45	58
162.95	68
163	18
166.125	28
167.75	68
168.975	8
169.125	68
169.525	8
169.95	38
170.2	8
170.225	18
170.7	48
171.2	78
176.1	38
176.65	78
176.725	68
176.825	38
176.9	58
177.4	58
177.425	28
177.675	78
178.35	8
178.425	8
178.65	68
182.775	88
185.7	58
185.775	78
185.875	8
185.925	38
185.975	68
186.025	38
186.05	68
186.2	28
186.275	48
186.85	8
186.925	18
187.75	38
193.025	8
195.225	38
196.4	78
196.8	28
197.275	38
197.275	48
197.7	28
198.075	48
198.625	18
