82	36	30	51	78	24	1	68	16	57	
40	5	72	27	42	13	17	19	93	42	
34	79	82	85	79	26	68	86	17	68	
86	99	2	14	49	80	37	49	46	51	
5	83	55	74	7	95	83	22	11	75	
61	43	54	41	27	29	64	90	14	79	
57	95	74	56	5	20	31	37	63	71	
85	63	51	34	31	53	25	10	69	32	
82	26	68	29	60	87	52	19	73	58	
91	23	48	60	71	45	71	95	76	27	
62	55	83	3	82	6	48	97	8	9	
21	81	26	81	99	77	58	44	88	23	
92	71	36	30	20	97	65	82	83	32	
0	34	76	71	26	46	65	63	31	61	
61	42	33	75	9	21	42	56	51	17	
67	31	74	90	48	82	73	98	50	42	
18	36	64	80	91	74	10	43	22	28	
91	69	54	9	28	49	14	55	89	49	
56	40	65	15	12	95	80	70	79	12	
97	81	31	43	43	5	0	37	32	5	
47	4	56	84	97	67	13	92	2	83	
25	40	5	70	35	99	47	94	51	7	
89	29	70	98	52	91	84	34	6	94	
18	35	79	53	96	54	99	87	24	79	
52	29	98	34	77	11	10	0	84	38	
88	50	45	34	26	75	1	85	84	85	
56	80	97	12	9	68	41	83	31	42	
39	57	45	12	66	95	98	50	71	56	
65	33	80	84	40	80	32	15	39	90	
76	69	44	46	53	24	87	66	82	89	
82	92	19	97	75	59	65	46	79	6	
74	16	12	25	73	23	75	76	8	83	
38	56	24	52	72	46	47	28	82	97	
89	32	60	77	99	5	3	31	18	52	
9	60	39	88	54	78	78	96	20	55	
49	26	79	39	46	17	53	59	11	0	
24	68	1	50	9	65	21	79	64	4	
99	38	31	3	91	49	45	32	10	30	
54	23	23	95	26	31	75	42	55	51	
8	43	82	71	56	55	97	38	98	22	
7	61	23	99	24	75	9	31	68	80	
23	84	66	8	39	55	0	76	58	14	
90	25	18	32	55	34	48	13	31	4	
97	98	23	79	57	5	11	23	96	39	
65	80	81	89	45	79	0	1	14	17	
76	63	99	52	51	10	42	54	81	31	
17	33	85	95	67	97	58	35	77	8	
30	98	42	67	43	43	2	99	98	70	
71	29	88	23	36	91	88	31	99	23	
16	69	9	56	18	30	6	27	17	36	
90	1	89	86	20	83	80	73	34	30	
96	57	13	33	31	99	74	71	80	25	
44	47	43	4	51	10	83	8	88	50	
95	27	2	31	63	71	64	90	91	45	
71	37	51	30	17	31	78	40	48	4	
13	41	1	2	94	98	61	24	54	94	
22	95	69	69	73	76	84	83	12	22	
74	28	4	72	4	67	46	26	50	41	
77	9	28	20	56	65	64	60	32	61	
97	97	0	10	9	16	27	37	40	84	
4	57	55	48	70	0	57	57	69	49	
42	87	1	10	48	97	15	51	96	87	
54	35	25	93	84	75	47	51	50	28	
75	93	25	70	81	32	8	77	29	14	
67	9	40	4	58	26	38	10	16	73	
36	8	46	97	38	68	9	24	55	96	
89	68	26	48	73	44	18	17	57	82	
69	60	28	45	0	20	5	74	63	54	
82	35	98	62	64	70	63	8	26	53	
39	47	53	98	30	59	76	80	10	66	
94	13	58	54	89	89	5	26	94	1	
14	8	66	42	0	62	43	95	1	99	
79	69	78	63	98	36	53	2	46	93	
0	71	36	86	53	52	5	87	8	28	
18	49	65	12	20	94	1	90	16	30	
16	21	27	22	10	52	86	90	83	58	
11	8	55	71	19	33	50	50	46	83	
4	92	58	93	27	3	12	53	18	51	
11	58	97	62	5	31	37	13	45	42	
95	78	73	71	73	16	29	47	88	99	
52	15	14	34	30	61	59	62	38	98	
36	71	78	54	53	3	5	10	36	72	
73	50	70	67	43	65	2	93	31	10	
13	5	45	45	56	93	26	33	74	84	
49	28	72	45	1	42	66	25	71	19	
15	63	89	3	46	49	83	65	59	33	
94	88	53	53	49	26	62	93	73	51	
92	39	95	80	0	11	38	80	49	23	
14	77	2	17	96	60	78	94	40	50	
40	46	53	7	13	16	44	86	20	31	
51	26	82	58	17	95	79	67	85	40	
3	13	30	14	39	37	86	30	41	38	
93	93	95	56	9	18	81	63	14	12	
