29	87	38	28	66	27	23	76	77	86	
80	15	24	35	14	33	99	34	55	23	
7	53	95	32	0	99	8	69	39	71	
69	69	59	6	96	25	32	20	98	9	
5	78	21	25	12	33	56	8	66	8	
31	69	57	22	97	55	20	2	23	56	
72	87	21	26	89	15	45	18	29	40	
22	30	13	39	50	18	67	99	22	27	
1	46	90	54	62	82	3	74	79	19	
25	45	1	39	64	82	45	1	92	67	
36	7	88	40	39	29	50	97	21	62	
18	16	98	99	59	51	71	54	17	43	
64	33	77	54	61	30	27	96	22	7	
56	47	6	32	76	35	51	14	22	59	
65	28	62	52	13	9	91	74	51	95	
4	3	14	69	45	63	84	57	46	94	
54	87	27	45	5	87	64	43	87	73	
90	39	85	38	75	84	34	50	42	68	
32	30	57	32	81	84	77	51	24	7	
29	60	79	39	88	69	9	37	93	78	
92	67	99	58	86	55	25	0	87	48	
52	2	60	88	13	24	54	72	54	57	
63	64	97	20	83	66	70	71	81	45	
29	52	90	7	89	56	42	92	36	9	
20	67	89	57	34	79	57	64	30	89	
99	69	32	74	66	90	15	13	37	73	
35	44	2	0	28	67	33	45	36	44	
30	31	85	92	63	93	47	94	31	50	
60	5	93	65	54	34	30	43	19	40	
91	27	58	65	1	57	5	5	73	12	
23	76	16	80	41	51	46	58	17	49	
82	50	25	45	84	49	50	86	63	39	
98	23	38	24	60	9	52	36	84	96	
18	76	41	4	25	50	22	41	77	9	
59	26	27	51	40	80	68	56	32	98	
65	97	90	70	89	17	46	7	19	97	
70	5	41	77	74	31	93	64	37	35	
39	60	28	29	76	34	76	10	54	72	
75	84	35	29	17	87	10	27	59	92	
88	93	60	90	32	97	85	89	22	84	
89	25	7	79	17	47	74	54	19	90	
88	55	37	85	44	14	31	15	1	53	
70	51	5	88	99	98	47	44	47	29	
89	96	13	56	32	91	60	66	2	36	
15	50	51	11	91	54	82	82	25	41	
92	53	51	55	98	5	11	2	6	15	
89	51	67	59	62	55	4	78	77	64	
73	49	70	79	13	15	86	51	53	68	
49	0	74	52	9	26	10	73	82	71	
41	25	75	63	37	90	71	96	21	99	
12	45	0	34	76	66	0	14	68	5	
33	67	58	59	69	17	37	30	39	71	
51	33	45	77	44	31	17	66	78	88	
14	40	84	64	23	9	80	71	72	95	
27	55	11	31	61	28	95	44	7	84	
63	8	66	56	30	58	34	96	69	59	
30	30	44	59	41	12	15	66	30	31	
6	4	30	63	79	36	35	20	24	86	
50	32	37	61	32	13	61	10	51	74	
14	26	46	0	28	31	56	85	38	30	
61	88	76	32	92	97	9	70	59	77	
97	50	49	77	50	22	31	52	74	24	
67	27	90	54	68	58	24	65	83	4	
34	82	30	49	53	59	85	1	69	82	
16	4	73	4	19	59	65	87	51	77	
48	54	42	76	46	46	70	9	48	90	
49	19	8	14	5	96	11	26	33	14	
44	86	54	50	26	9	45	26	29	30	
38	13	21	13	23	0	94	26	43	76	
51	25	29	91	74	65	21	18	24	88	
66	2	8	52	85	64	92	60	21	54	
25	90	0	78	35	53	9	58	11	83	
64	92	39	22	14	41	19	65	90	71	
85	86	2	20	65	14	12	87	4	63	
71	58	81	1	62	44	83	1	30	22	
11	21	40	76	71	82	45	16	74	60	
14	86	71	42	30	63	83	69	75	13	
58	73	97	64	98	85	33	4	9	89	
50	45	33	16	46	29	22	14	67	20	
0	6	30	94	69	84	81	75	76	80	
74	63	49	43	2	17	78	78	53	48	
30	37	55	45	77	62	22	42	78	18	
30	37	4	19	66	39	16	24	48	70	
79	42	53	0	5	55	49	3	5	54	
3	67	44	11	65	41	73	7	3	24	
57	65	13	61	4	31	53	21	55	53	
43	6	15	16	38	52	24	8	7	61	
62	11	49	26	22	34	68	47	73	23	
23	50	9	36	64	13	67	69	66	75	
42	29	33	9	78	72	61	54	0	20	
35	62	31	36	41	5	22	29	53	15	
52	28	18	13	65	2	27	4	23	45	
31	65	27	65	26	25	57	7	31	9	
27	18	23	11	55	64	16	77	13	21	
45	18	50	63	31	67	65	10	71	8	
56	23	25	3	8	51	60	17	10	11	
26	69	29	1	0	36	66	49	34	79	
70	79	49	72	14	1	59	79	11	3	
39	67	26	16	22	66	19	2	35	29	
45	13	50	75	14	51	63	0	52	17	
