53	59	52	70	29	51	79	87	43	83	
87	72	33	62	65	66	41	6	27	96	
0	9	87	40	18	11	54	48	95	73	
37	49	33	89	20	61	38	96	47	80	
80	34	50	11	92	14	73	30	19	98	
24	16	4	10	52	18	18	1	64	9	
73	96	55	0	80	69	57	16	63	0	
91	38	31	38	44	18	45	13	43	57	
6	63	69	5	65	14	18	75	10	74	
79	77	66	28	71	40	89	22	47	46	
17	33	77	39	61	13	47	98	16	82	
50	15	38	10	12	94	16	20	61	15	
86	30	83	41	49	43	70	29	56	7	
64	61	31	29	87	81	31	24	68	37	
95	7	41	22	4	40	3	6	46	51	
10	19	70	79	48	4	9	5	19	51	
1	70	98	18	85	72	83	3	81	38	
26	63	30	50	68	20	75	55	9	6	
91	5	11	46	67	42	33	62	32	36	
96	15	90	78	14	57	33	80	42	97	
0	51	42	13	84	90	13	40	27	6	
29	0	92	19	28	40	43	42	83	54	
58	61	49	27	18	43	64	32	3	85	
8	82	16	28	75	78	97	67	96	3	
52	4	81	20	0	87	39	19	5	98	
53	40	37	77	44	33	97	86	42	76	
50	28	37	41	32	86	94	3	30	67	
83	56	46	40	53	21	1	65	16	80	
41	43	96	52	94	14	59	65	73	73	
16	95	75	24	8	78	85	76	53	86	
15	9	16	32	20	40	23	94	77	10	
46	88	25	13	9	89	98	38	25	41	
83	12	8	26	7	87	75	63	31	99	
19	15	77	5	16	67	14	9	28	59	
90	45	15	82	24	93	40	91	0	32	
0	50	11	76	45	84	28	85	13	25	
51	0	8	95	72	89	26	51	65	20	
75	19	31	56	67	19	13	70	75	77	
67	41	90	43	79	99	90	72	50	68	
61	65	32	32	21	66	83	12	80	9	
95	16	92	89	33	19	69	9	52	6	
48	80	7	99	82	48	59	33	79	70	
64	1	94	55	92	77	81	35	48	19	
6	3	95	56	50	88	34	78	55	45	
43	62	84	9	17	22	16	34	15	54	
62	35	12	14	47	62	47	85	56	52	
62	17	10	13	30	14	58	21	49	67	
21	46	85	61	10	56	37	80	44	8	
90	62	97	55	30	98	72	29	36	80	
34	51	52	98	15	33	66	26	9	67	
45	84	65	81	96	27	89	86	60	86	
45	1	1	92	7	81	40	28	61	26	
61	46	28	62	96	94	45	10	69	3	
26	65	36	41	93	80	18	31	13	26	
69	8	77	16	46	30	43	35	8	52	
9	15	48	85	22	90	24	14	45	38	
66	20	48	46	6	88	71	71	67	30	
42	80	83	65	39	76	41	26	54	93	
26	10	53	17	37	21	51	7	80	39	
89	88	2	82	77	51	11	91	65	21	
67	50	42	90	56	22	6	40	92	4	
75	60	54	68	17	33	30	8	80	49	
90	11	78	33	31	95	25	83	26	30	
44	31	20	24	61	16	87	5	94	16	
49	8	14	40	14	70	13	82	16	29	
71	42	77	86	13	45	16	75	64	79	
41	44	47	98	5	43	50	26	86	81	
80	70	23	29	46	74	32	93	91	84	
58	95	60	71	14	8	48	64	15	47	
79	92	26	58	21	63	33	4	23	52	
17	37	56	74	97	33	78	62	58	1	
78	49	26	69	51	69	8	30	66	54	
10	75	76	65	61	28	59	26	60	13	
10	8	79	94	11	4	54	18	94	42	
47	1	20	1	0	0	99	36	56	92	
18	96	96	20	87	85	76	73	38	61	
13	74	97	17	93	35	47	74	78	67	
44	52	93	90	79	18	14	1	78	96	
20	20	15	40	64	26	47	62	22	9	
49	60	8	69	1	22	26	69	20	28	
6	23	7	77	38	48	40	33	48	41	
58	9	79	23	38	31	72	4	15	52	
42	5	69	68	15	30	28	49	48	66	
16	6	9	55	36	79	23	76	65	24	
69	43	65	69	18	24	52	10	60	68	
15	22	25	36	10	72	67	38	42	67	
56	10	74	17	66	30	17	41	58	34	
65	79	77	3	68	47	27	73	10	7	
13	25	29	38	61	71	63	0	61	25	
68	38	35	14	7	53	76	24	15	6	
10	32	5	7	35	26	7	62	51	17	
69	64	42	50	22	23	73	5	56	55	
62	76	45	50	10	52	23	38	29	38	
44	39	71	1	79	26	59	6	41	30	
55	62	14	17	65	69	72	58	26	48	
65	41	44	62	11	6	67	66	76	16	
57	40	7	0	74	38	58	53	76	19	
4	51	2	50	20	19	39	13	77	66	
13	15	27	10	29	70	48	16	56	45	
64	65	37	72	65	31	62	44	37	59	
